Zwar	O
wie	O
Gott	O
allgegenwärtig	O
:	O
	
Hier	O
dürfen	O
wir	O
nu	O
nicht	O
gedencken	O
als	O
hätten	O
wir	O
uns	O
das	O
nicht	O
anzunehmen	O
sondern	O
es	O
gienge	O
allein	O
Davids	O
Musicanten	O
an	O
die	O
vermahne	O
er	O
daß	O
sie	O
den	O
Herrn	O
mit	O
Seyten	O
und	O
Pfeiffen	O
loben	O
solten	O
:	O
	
Endlich	O
aber	O
so	O
wohl	O
gerathen	O
;	O
daß	O
alles	O
in	O
Jhr	O
pur	O
und	O
rein	O
gestimmt	O
gewesen	O
.	O
	
Hallelujah	O
Heyl	O
und	O
Preiß	O
Ehre	O
und	O
Krafft	O
sey	O
Gott	O
unserm	O
Herrn	O
.	O
	
Vitae	O
Hum	O
.	O
	
Ja	O
,	O
Dank	O
,	O
herzlicher	O
Dank	O
allen	O
in	O
und	O
außer	O
der	O
Pfarre	O
,	O
die	O
durch	O
ihren	O
Zutritt	O
,	O
durch	O
ihre	O
uneigennützige	O
,	O
großmüthige	O
Unterstützung	O
in	O
großen	O
und	O
kleinen	O
Gaben	O
die	O
Ausführung	O
des	O
entworfenen	O
Plans	O
möglich	O
machten	O
.	O
	
Jesus	O
,	O
deme	O
diese	O
Umstände	O
insgesamt	O
vor	O
seinen	O
heiligen	O
Augen	O
schwebten	O
,	O
und	O
Jhme	O
tief	O
in	O
dem	O
Herzen	O
lagen	O
,	O
der	O
auch	O
merkte	O
,	O
und	O
wol	O
erkannte	O
,	O
was	O
die	O
Apostel	O
und	O
Knechte	O
Jesu	O
,	O
neben	O
andern	O
rechtschaffenen	O
Kindern	O
Gottes	O
dabey	O
würden	O
zu	O
leyden	O
haben	O
,	O
gabe	O
den	O
Seinigen	O
die	O
tröstliche	O
Verheissung	O
;	O
Gott	O
werde	O
bald	O
ein	O
neues	O
schaffen	O
;	O
es	O
werde	O
Vorbotten	O
und	O
nachdrükliche	O
Denkzeichen	O
geben	O
,	O
welche	O
sie	O
wol	O
zu	O
beurtheilen	O
hätten	O
:	O
	
Gleichwie	O
demnach	O
die	O
Jüden	O
zur	O
Zeit	O
der	O
Babylonischen	O
Gefängnis	O
die	O
Orgeln	O
und	O
Harffen	O
an	O
die	O
Weidenbäume	O
hengen	O
musten	O
.	O
	
Ist	O
unsere	O
Buße	O
nicht	O
aufrichtig	O
redlich	O
und	O
aus	O
reiner	O
Absicht	O
gegen	O
Gott	O
so	O
wird	O
auch	O
alles	O
was	O
du	O
immermehr	O
in	O
deinem	O
Christenthum	O
dir	O
träumen	O
läßt	O
gutes	O
vorzunehmen	O
Gott	O
mißfällig	O
und	O
in	O
seinen	O
Ohren	O
hartlautend	O
seyn	O
;	O
wie	O
etwa	O
dorten	O
Christus	O
unter	O
einem	O
andern	O
Gleichnüß	O
sagt	O
:	O
	
Elisa	B-PER
war	O
im	O
heiligen	O
Eifer	O
entrüstet	O
über	O
den	O
abgöttischen	O
Joram	B-PER
,	O
den	O
König	O
in	O
Jsrael	O
,	O
wie	O
aus	O
dem	O
13	O
und	O
14	O
Vers	O
ee	O
)	O
Vide	O
plurima	O
Bocharti	B-PER
Hieroz	O
.	O
	
Wie	O
Christus	O
inn	O
seiner	O
Osterpredigt	O
mit	O
